# Drone Filo Optimizasyonu Senaryo Dosyasý

## DRONLAR
# id,maksimum_agirlik,batarya,hiz,baslangic_poz_x,baslangic_poz_y
0,1.1542073573495202,6179,14.594063495288212,20.0,20.0
1,2.4795086882009136,5788,9.531892284662124,20.0,20.0
2,2.9930889191922048,5156,10.140785383611085,20.0,20.0
3,3.306480836044987,9480,13.865082394727828,20.0,20.0
4,4.802900088848714,8227,6.761881042846896,20.0,20.0
5,4.403501007178555,6020,8.758582856764487,20.0,20.0
6,1.3829724538509724,9197,13.345086611507627,20.0,20.0
7,1.514817111858755,8169,10.97216918902103,20.0,20.0
8,3.0267040512542724,9711,6.818396849701195,20.0,20.0
9,1.2541264906203669,9745,5.61210678418125,20.0,20.0

## TESLIMAT_NOKTALARI
# id,poz_x,poz_y,agirlik,oncelik,zaman_araligi_baslangic,zaman_araligi_bitis
0,188.3807227930559,167.8196402873488,1.536559242483063,1,16:00:00,18:00:00
1,18.81974167346252,124.54953261825601,3.2541014571860845,3,13:45:00,14:15:00
2,169.671942413079,156.1730553500981,0.6753403698455722,5,12:30:00,15:15:00
3,134.37636882734353,14.070223225913093,3.9767165104440925,1,12:45:00,15:30:00
4,143.0356225877902,8.26860289732043,3.882942299933992,5,09:30:00,10:00:00
5,174.70270643353993,146.22364961222488,2.5093169385652385,3,09:45:00,11:00:00
6,29.313470426975876,21.15121022392845,3.2700590187171605,1,10:00:00,12:00:00
7,143.4558026974549,99.62227085081636,3.7807047228502735,4,13:45:00,14:00:00
8,18.590594407522197,41.21875889220621,3.7780006367941494,4,11:45:00,13:45:00
9,182.490752340057,65.46997189210562,1.714489293705264,2,16:15:00,17:00:00
10,133.93045847628332,191.76397815334067,1.2767732531495382,2,11:45:00,13:15:00
11,12.138467219945316,100.28152474942927,0.8359573676826046,1,16:00:00,18:30:00
12,52.698487370639135,25.988701654779845,3.174762601918346,2,11:00:00,12:15:00
13,24.90342194771875,124.48911132737265,1.2035514251781014,4,09:00:00,10:45:00
14,23.278888059230884,62.522079439667635,2.383736297253662,5,10:15:00,11:15:00
15,8.76991166284309,53.646802125684644,2.9477124011208686,3,09:45:00,12:30:00
16,28.44345915317097,44.65772809086923,3.0536326447594764,4,10:30:00,13:45:00
17,59.805418137724175,96.18829038312415,2.0541972486531224,5,15:45:00,18:45:00
18,103.60766621713857,115.01990418208817,1.2479440059417422,2,08:00:00,11:00:00
19,180.87934966387863,178.70006658519634,1.3097909961487881,2,16:00:00,18:15:00
20,97.20531999771747,92.41212370865921,1.5402870269465474,3,15:45:00,18:30:00
21,99.73959347508065,22.892360097691288,1.6247658748447613,3,13:00:00,15:45:00
22,65.30470298176316,167.22690432666988,1.2376239845767814,4,10:30:00,12:45:00
23,47.982039791786434,118.68742152101423,2.345029650114922,1,10:30:00,11:15:00
24,42.70648828165877,35.713605117213355,3.7843694295513903,5,16:15:00,18:45:00
25,77.68788920898666,106.16326359843058,3.975205260451285,1,16:30:00,17:00:00
26,166.65177410190861,61.66825518172217,3.1508355062540065,3,09:15:00,12:45:00
27,10.256651604246247,115.13453191410798,2.7104927570152286,5,15:00:00,16:45:00
28,96.30385908232589,15.252696405714739,0.8767821515658873,2,15:00:00,18:45:00
29,95.89426241419629,190.08759883971967,1.7554794924313804,1,12:30:00,13:00:00
30,178.2356687727312,167.0090829155908,1.1481320118804899,3,11:30:00,12:45:00
31,92.96792754386716,2.2940987865717632,2.941268744258464,2,09:15:00,12:15:00
32,48.91793585210209,154.9265122368962,0.6376763740818123,1,09:30:00,10:00:00
33,123.15677236561659,100.35731743019403,3.482916882845857,2,12:30:00,14:15:00
34,158.254051459201,125.03478335095062,1.6240500637847606,5,14:45:00,17:30:00
35,91.90322961315528,118.12942734092411,1.213894907746909,4,15:00:00,18:15:00
36,88.07476167761511,180.7068028726882,1.1249066530780736,1,09:45:00,10:45:00
37,20.985576693608408,3.9610544281154736,3.378795216828466,5,16:45:00,17:45:00
38,152.65022214603198,2.2067610052310505,1.5959548226076778,1,14:00:00,15:00:00
39,182.79357481447488,119.83825724133914,2.794799427683289,4,08:00:00,09:00:00
40,111.60989784499102,184.8813793515604,3.33597110422688,1,13:30:00,15:30:00
41,133.27801887026345,108.60324207397736,2.034288879717205,1,08:00:00,09:00:00
42,85.4421247108423,50.540040201813,3.808188526966991,3,08:30:00,10:30:00
43,6.478917784913318,187.87075377127402,1.8919346113454925,3,13:00:00,15:00:00
44,158.69638285031965,43.281089577559605,0.9335294697980747,3,13:45:00,15:00:00
45,99.15344619350147,100.64795458425017,1.1538146893349766,1,15:45:00,17:45:00
46,34.70422509587745,134.220532475902,3.024715277796845,3,15:45:00,16:30:00
47,64.07500846497484,21.66315286871057,3.8301216078114155,5,16:45:00,18:45:00
48,146.48021646986385,155.40959511817945,2.81372300005852,4,14:00:00,15:00:00
49,33.79295362663917,38.0435194759283,1.7243348285960725,5,13:15:00,16:45:00

## UCUS_YASAK_BOLGELERI
# id,aktif_zaman_baslangic,aktif_zaman_bitis,kose_sayisi,koordinatlar
0,09:00:00,14:30:00,4,191.11326806940474,116.02785383714729;183.462674040845,122.03434171863273;175.32945856517483,114.15652895811527;182.5567950874134,107.64236186185902
1,11:30:00,17:15:00,3,55.73330807464019,130.44942153213222;48.62157293182437,135.52212890723706;48.188073683522134,127.38832820164804
2,14:00:00,17:15:00,3,117.60985643132562,127.41044775993241;100.65205628616383,137.3568127275453;100.8636460640539,115.84820767056608
3,09:15:00,12:30:00,6,106.30667099300713,55.734138136014636;101.03481358274405,64.36732277368785;91.21143214004283,63.78571626858827;89.39176255065547,55.452306087394376;94.70000690236344,50.31099877522183;102.27300698623162,50.91872359746059
4,11:30:00,14:15:00,3,35.33825402649434,108.57021178483629;11.889724672857433,120.52794812180358;10.631230131297034,96.6421445471658
