# Drone Filo Optimizasyonu Senaryo Dosyasý

## DRONLAR
# id,maksimum_agirlik,batarya,hiz,baslangic_poz_x,baslangic_poz_y
0,3.557707193831535,5204,12.41550499759833,10.0,10.0
1,1.979567415213905,6143,12.364712141640124,10.0,10.0
2,3.706797949691645,9467,5.869388326294161,10.0,10.0
3,2.6876872787410817,5244,5.936952398615924,10.0,10.0
4,1.9306435735629583,9931,5.265359696838637,10.0,10.0

## TESLIMAT_NOKTALARI
# id,poz_x,poz_y,agirlik,oncelik,zaman_araligi_baslangic,zaman_araligi_bitis
0,19.88376506866485,64.98844377795233,2.4072951821112585,2,15:30:00,16:15:00
1,69.81393949882269,34.02505165179919,1.0441782493412355,3,09:00:00,11:00:00
2,35.89793804846284,34.39557224789711,1.4258230352770458,1,15:00:00,17:00:00
3,55.2040631273227,82.94046642529949,2.664819133274861,3,11:00:00,12:15:00
4,77.30683407886919,98.52215206607578,3.4936120235530144,1,14:30:00,16:30:00
5,16.26540971560848,35.52707002275215,2.845613110321927,1,10:15:00,11:45:00
6,37.94554417576478,98.95233506365952,2.739999159489325,5,11:30:00,12:15:00
7,82.18025940068084,80.50458007712143,1.9040767545781514,1,11:30:00,12:45:00
8,39.56319010606643,91.45475897405436,2.1059814840558957,3,10:15:00,13:30:00
9,74.70138116522578,42.84338272945797,2.542365237309797,3,11:15:00,14:45:00
10,9.090941217379388,4.711637542473457,0.883771956227307,2,14:00:00,16:45:00
11,59.58884283611281,46.804988778467724,1.379949419936346,5,08:00:00,11:30:00
12,76.8598732657446,34.01754730310452,1.5272504502659916,2,15:00:00,18:30:00
13,97.18880988701143,76.19621990520646,2.2768858611151384,1,12:15:00,13:30:00
14,76.25108000751513,53.937903011962575,3.2251926752069537,5,08:30:00,10:00:00
15,11.186772532089506,36.298076718093355,3.9486248263033428,3,11:00:00,12:00:00
16,8.565345206787878,48.59904633166138,0.7422438146393426,5,10:15:00,13:45:00
17,94.68486797049908,16.512695897412765,2.346858255963889,5,14:15:00,17:15:00
18,71.29489728191218,39.899229999742914,2.850904358733991,3,15:45:00,16:15:00
19,22.469733703155736,33.808556214745536,2.559080514600317,2,11:00:00,12:00:00

## UCUS_YASAK_BOLGELERI
# id,aktif_zaman_baslangic,aktif_zaman_bitis,kose_sayisi,koordinatlar
0,12:45:00,15:45:00,3,35.285573110893964,90.61216767789276;16.059205378191812,100.0;16.298719373467733,76.32104315132948
1,09:45:00,12:30:00,6,86.49697012689866,18.705655164226492;82.56016628879956,23.599412071194042;77.26081384650699,24.308738361884785;74.3358334663911,20.1800123268172;78.77286900045702,14.408824697916005;83.10930684542245,13.463647401335159
